id,order_date,order_time,price,num_pizza,size_1,pizza_1,size_2,pizza_2,size_3,pizza_3,size_4,pizza_4,size_5,pizza_5
2015-000676,11-Jan-15,19:44:57,36.25,2,medium,veggie_veg,large,mexicana,NA,NA,NA,NA,NA,NA
2015-000677,11-Jan-15,19:51:09,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000678,11-Jan-15,19:52:49,61,4,medium,spicy_ital,medium,spicy_ital,medium,napolitana,small,mexicana,NA,NA
2015-000679,11-Jan-15,20:31:02,79.4,4,large,ital_supr,medium,four_cheese,small,brie_carre,large,mediterraneo,NA,NA
2015-000680,11-Jan-15,21:07:30,29,2,small,ckn_pesto,medium,sicilian,NA,NA,NA,NA,NA,NA
2015-000681,11-Jan-15,21:29:50,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000682,12-Jan-15,11:38:15,20.75,1,large,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000683,12-Jan-15,11:39:08,50,3,large,ckn_pesto,small,ital_veggie,medium,peppr_salami,NA,NA,NA,NA
2015-000684,12-Jan-15,12:01:23,17.95,1,large,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000685,12-Jan-15,12:11:46,20.75,1,large,soppressata,NA,NA,NA,NA,NA,NA,NA,NA
2015-000686,12-Jan-15,12:13:07,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000687,12-Jan-15,12:21:09,16.75,1,medium,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000688,12-Jan-15,12:26:41,37.25,2,medium,spinach_supr,large,spicy_ital,NA,NA,NA,NA,NA,NA
2015-000689,12-Jan-15,12:33:22,37.5,2,large,thai_ckn,medium,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000690,12-Jan-15,12:42:10,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000691,12-Jan-15,12:45:53,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000692,12-Jan-15,12:53:37,33.5,2,medium,ital_veggie,medium,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000693,12-Jan-15,13:04:24,60.75,4,small,big_meat,small,ital_cpcllo,large,bbq_ckn,medium,green_garden,NA,NA
2015-000694,12-Jan-15,13:30:47,50.75,3,medium,pep_msh_pep,large,pepperoni,large,ital_veggie,NA,NA,NA,NA
2015-000695,12-Jan-15,13:33:06,12.75,1,small,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000696,12-Jan-15,13:49:40,29,2,small,spicy_ital,medium,prsc_argla,NA,NA,NA,NA,NA,NA
2015-000697,12-Jan-15,13:58:56,28.5,2,small,spin_pesto,medium,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000698,12-Jan-15,14:08:16,50.25,3,large,thai_ckn,large,pep_msh_pep,small,big_meat,NA,NA,NA,NA
2015-000699,12-Jan-15,14:27:03,9.75,1,small,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000700,12-Jan-15,14:31:13,81.65,5,small,brie_carre,small,sicilian,large,ital_cpcllo,small,ckn_pesto,small,peppr_salami
2015-000701,12-Jan-15,14:33:39,23,2,small,prsc_argla,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-000702,12-Jan-15,14:38:35,25,2,small,bbq_ckn,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000703,12-Jan-15,15:08:01,12.5,1,small,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000704,12-Jan-15,15:28:25,36.5,2,medium,calabrese,large,mediterraneo,NA,NA,NA,NA,NA,NA
2015-000705,12-Jan-15,15:31:00,45.25,3,small,green_garden,medium,southw_ckn,medium,ital_supr,NA,NA,NA,NA
2015-000706,12-Jan-15,15:39:04,33.25,2,small,cali_ckn,large,napolitana,NA,NA,NA,NA,NA,NA
2015-000707,12-Jan-15,15:41:32,58.25,3,medium,bbq_ckn,large,southw_ckn,large,peppr_salami,NA,NA,NA,NA
2015-000708,12-Jan-15,15:52:44,17.95,1,large,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000709,12-Jan-15,15:53:56,12.75,1,small,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000710,12-Jan-15,15:59:52,74.75,4,x-large,the_greek,small,the_greek,large,hawaiian,large,southw_ckn,NA,NA
2015-000711,12-Jan-15,16:21:10,71.75,4,large,mexicana,medium,ckn_alfredo,medium,pep_msh_pep,large,sicilian,NA,NA
2015-000712,12-Jan-15,16:22:18,21,1,large,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000713,12-Jan-15,16:31:56,30.5,2,small,mediterraneo,large,five_cheese,NA,NA,NA,NA,NA,NA
2015-000714,12-Jan-15,16:55:08,63.5,4,medium,classic_dlx,large,hawaiian,small,hawaiian,large,ital_cpcllo,NA,NA
2015-000715,12-Jan-15,17:05:33,45,3,medium,spinach_fet,medium,pepperoni,medium,peppr_salami,NA,NA,NA,NA
2015-000716,12-Jan-15,17:06:05,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000717,12-Jan-15,17:24:44,37.5,2,large,southw_ckn,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000718,12-Jan-15,17:46:30,37.5,2,large,southw_ckn,medium,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000719,12-Jan-15,17:52:27,32.75,2,small,mexicana,large,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000720,12-Jan-15,17:53:59,67.25,4,medium,sicilian,medium,pep_msh_pep,large,napolitana,medium,green_garden,NA,NA
2015-000721,12-Jan-15,18:17:15,32.75,2,large,spicy_ital,small,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000722,12-Jan-15,18:20:58,33,2,large,napolitana,small,spin_pesto,NA,NA,NA,NA,NA,NA
2015-000723,12-Jan-15,18:21:04,30.5,2,small,pepperoni,large,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000724,12-Jan-15,18:24:47,69.5,4,medium,green_garden,large,southw_ckn,small,big_meat,large,southw_ckn,NA,NA
2015-000725,12-Jan-15,18:33:14,70.25,4,small,big_meat,x-large,the_greek,small,mexicana,large,thai_ckn,NA,NA
2015-000726,12-Jan-15,18:34:25,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000727,12-Jan-15,18:44:57,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000728,12-Jan-15,18:53:17,45.5,3,small,thai_ckn,medium,southw_ckn,medium,the_greek,NA,NA,NA,NA
2015-000729,12-Jan-15,19:20:41,44.75,3,small,sicilian,medium,classic_dlx,large,hawaiian,NA,NA,NA,NA
2015-000730,12-Jan-15,19:22:00,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000731,12-Jan-15,19:27:47,28.25,2,small,veggie_veg,medium,sicilian,NA,NA,NA,NA,NA,NA
2015-000732,12-Jan-15,19:30:17,20.25,1,large,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000733,12-Jan-15,19:57:36,63.75,4,small,pepperoni,small,cali_ckn,large,ital_cpcllo,large,thai_ckn,NA,NA
2015-000734,12-Jan-15,20:00:30,9.75,1,small,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000735,12-Jan-15,20:35:34,38.25,3,small,pep_msh_pep,medium,pep_msh_pep,small,ckn_pesto,NA,NA,NA,NA
2015-000736,12-Jan-15,21:35:14,30.5,2,large,five_cheese,small,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000737,13-Jan-15,11:31:34,33.5,2,medium,bbq_ckn,medium,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000738,13-Jan-15,12:16:47,16.75,1,medium,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000739,13-Jan-15,12:19:38,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000740,13-Jan-15,12:29:51,280.95,15,medium,spinach_fet,large,ital_cpcllo,medium,ital_supr,medium,prsc_argla,medium,cali_ckn
2015-000741,13-Jan-15,12:49:09,16,1,medium,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000742,13-Jan-15,12:53:01,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000743,13-Jan-15,13:08:32,20.5,1,large,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000744,13-Jan-15,13:34:48,16.5,1,medium,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000745,13-Jan-15,13:36:53,120.75,7,medium,four_cheese,medium,the_greek,large,bbq_ckn,large,napolitana,medium,mediterraneo
2015-000746,13-Jan-15,13:41:13,36.75,2,large,spicy_ital,medium,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000747,13-Jan-15,14:15:02,53.25,3,small,sicilian,large,spicy_ital,large,mexicana,NA,NA,NA,NA
2015-000748,13-Jan-15,14:27:31,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000749,13-Jan-15,14:29:23,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000750,13-Jan-15,14:48:09,14.5,1,medium,pep_msh_pep,NA,NA,NA,NA,NA,NA,NA,NA
2015-000751,13-Jan-15,15:07:35,58.75,4,medium,veggie_veg,small,napolitana,large,calabrese,small,hawaiian,NA,NA
2015-000752,13-Jan-15,15:19:25,23,2,small,hawaiian,small,soppressata,NA,NA,NA,NA,NA,NA
2015-000753,13-Jan-15,15:22:11,59.75,4,small,green_garden,large,prsc_argla,small,hawaiian,medium,ital_supr,NA,NA
2015-000754,13-Jan-15,15:47:56,35.25,2,medium,pep_msh_pep,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-000755,13-Jan-15,15:50:49,31.5,2,medium,bbq_ckn,medium,four_cheese,NA,NA,NA,NA,NA,NA
2015-000756,13-Jan-15,15:55:11,41.25,3,small,veggie_veg,small,ckn_pesto,medium,spin_pesto,NA,NA,NA,NA
2015-000757,13-Jan-15,16:10:34,69.75,4,large,napolitana,medium,veggie_veg,large,spicy_ital,medium,pepperoni,NA,NA
2015-000758,13-Jan-15,16:14:43,27.25,2,medium,four_cheese,small,prsc_argla,NA,NA,NA,NA,NA,NA
2015-000759,13-Jan-15,16:14:56,20.25,1,large,calabrese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000760,13-Jan-15,16:27:40,12.75,1,small,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000761,13-Jan-15,16:30:20,28.75,2,medium,soppressata,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000762,13-Jan-15,16:36:36,87.5,4,large,soppressata,large,thai_ckn,large,ital_cpcllo,x-large,the_greek,NA,NA
2015-000763,13-Jan-15,16:38:57,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000764,13-Jan-15,16:39:39,42,2,x-large,the_greek,medium,ital_supr,NA,NA,NA,NA,NA,NA
2015-000765,13-Jan-15,17:11:41,58,4,small,cali_ckn,large,ital_cpcllo,small,peppr_salami,small,sicilian,NA,NA
2015-000766,13-Jan-15,17:21:45,49.5,3,small,ital_veggie,large,southw_ckn,medium,mexicana,NA,NA,NA,NA
2015-000767,13-Jan-15,17:21:48,20.5,1,large,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000768,13-Jan-15,17:23:34,23.65,1,small,brie_carre,NA,NA,NA,NA,NA,NA,NA,NA
2015-000769,13-Jan-15,17:43:17,14.75,1,medium,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000770,13-Jan-15,17:44:13,33,2,small,sicilian,large,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000771,13-Jan-15,17:59:32,29,2,small,sicilian,medium,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000772,13-Jan-15,18:07:59,16.75,1,medium,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000773,13-Jan-15,18:18:15,33.5,2,medium,classic_dlx,large,pep_msh_pep,NA,NA,NA,NA,NA,NA
2015-000774,13-Jan-15,18:31:07,32.75,2,large,ckn_pesto,small,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000775,13-Jan-15,18:42:12,66.75,4,small,pep_msh_pep,large,five_cheese,medium,prsc_argla,large,bbq_ckn,NA,NA
2015-000776,13-Jan-15,18:50:43,53.5,3,small,spinach_fet,large,thai_ckn,large,thai_ckn,NA,NA,NA,NA
2015-000777,13-Jan-15,19:10:20,36.75,2,medium,the_greek,large,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000778,13-Jan-15,19:18:08,64.5,4,medium,southw_ckn,medium,prsc_argla,medium,ital_supr,medium,four_cheese,NA,NA
2015-000779,13-Jan-15,19:19:58,69.25,4,medium,ital_supr,medium,classic_dlx,medium,ital_cpcllo,large,ital_supr,NA,NA
2015-000780,13-Jan-15,20:12:49,32.5,2,large,ital_cpcllo,small,big_meat,NA,NA,NA,NA,NA,NA
2015-000781,13-Jan-15,20:31:17,78.25,4,large,ital_cpcllo,large,southw_ckn,medium,southw_ckn,large,veggie_veg,NA,NA
2015-000782,13-Jan-15,20:36:27,41,2,large,thai_ckn,large,calabrese,NA,NA,NA,NA,NA,NA
2015-000783,13-Jan-15,21:17:08,52.75,3,medium,veggie_veg,large,thai_ckn,medium,spinach_fet,NA,NA,NA,NA
2015-000784,13-Jan-15,21:39:41,16,1,medium,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000785,14-Jan-15,11:28:44,37.25,2,large,hawaiian,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-000786,14-Jan-15,11:35:30,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000787,14-Jan-15,11:45:30,37.5,2,medium,cali_ckn,large,spicy_ital,NA,NA,NA,NA,NA,NA
2015-000788,14-Jan-15,11:46:19,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000789,14-Jan-15,11:51:37,20.25,1,large,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000790,14-Jan-15,12:07:30,39.25,2,large,spinach_supr,large,five_cheese,NA,NA,NA,NA,NA,NA
2015-000791,14-Jan-15,12:23:54,26.5,2,medium,thai_ckn,small,pepperoni,NA,NA,NA,NA,NA,NA
2015-000792,14-Jan-15,12:37:48,141.7,8,small,prsc_argla,medium,veggie_veg,medium,ckn_alfredo,large,spin_pesto,large,four_cheese
2015-000793,14-Jan-15,12:38:27,20.75,1,large,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000794,14-Jan-15,12:39:16,16,1,medium,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000795,14-Jan-15,12:42:17,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000796,14-Jan-15,12:43:09,16,1,medium,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000797,14-Jan-15,12:50:01,49,3,medium,peppr_salami,medium,veggie_veg,medium,prsc_argla,NA,NA,NA,NA
2015-000798,14-Jan-15,12:50:30,59,4,medium,spinach_fet,small,soppressata,small,green_garden,large,five_cheese,NA,NA
2015-000799,14-Jan-15,12:51:29,44.25,3,small,pep_msh_pep,medium,thai_ckn,medium,ital_supr,NA,NA,NA,NA
2015-000800,14-Jan-15,12:54:35,122,8,large,calabrese,small,southw_ckn,large,spicy_ital,small,ital_veggie,small,napolitana
2015-000801,14-Jan-15,13:10:53,226.75,13,small,sicilian,large,spin_pesto,large,southw_ckn,medium,ital_supr,medium,bbq_ckn
2015-000802,14-Jan-15,13:23:47,23.25,2,small,hawaiian,small,ckn_alfredo,NA,NA,NA,NA,NA,NA
2015-000803,14-Jan-15,13:37:51,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000804,14-Jan-15,13:42:01,12.5,1,small,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000805,14-Jan-15,14:07:52,26.75,2,small,big_meat,medium,four_cheese,NA,NA,NA,NA,NA,NA
2015-000806,14-Jan-15,14:12:22,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000807,14-Jan-15,14:15:29,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000808,14-Jan-15,14:15:32,41.5,2,large,peppr_salami,large,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000809,14-Jan-15,14:26:17,10.5,1,small,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000810,14-Jan-15,14:48:30,16.75,1,medium,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000811,14-Jan-15,14:48:56,16,1,medium,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000812,14-Jan-15,15:37:45,26.75,2,small,calabrese,medium,pep_msh_pep,NA,NA,NA,NA,NA,NA
2015-000813,14-Jan-15,16:09:29,33.5,2,small,cali_ckn,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-000814,14-Jan-15,16:21:23,32.25,2,small,classic_dlx,large,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000815,14-Jan-15,16:38:00,20.5,1,large,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000816,14-Jan-15,17:04:08,41,2,large,veggie_veg,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-000817,14-Jan-15,17:10:38,66,4,large,southw_ckn,large,thai_ckn,medium,pepperoni,small,classic_dlx,NA,NA
2015-000818,14-Jan-15,17:15:50,43.5,3,small,sicilian,large,sicilian,small,pep_msh_pep,NA,NA,NA,NA
2015-000819,14-Jan-15,17:21:39,29,2,medium,bbq_ckn,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000820,14-Jan-15,17:24:09,41.5,2,large,spinach_supr,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-000821,14-Jan-15,17:37:26,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000822,14-Jan-15,17:38:53,25.5,1,x-large,the_greek,NA,NA,NA,NA,NA,NA,NA,NA
2015-000823,14-Jan-15,17:42:17,54,3,large,the_greek,medium,bbq_ckn,medium,cali_ckn,NA,NA,NA,NA
2015-000824,14-Jan-15,17:53:41,74,4,large,cali_ckn,small,ital_supr,large,sicilian,large,classic_dlx,NA,NA
2015-000825,14-Jan-15,18:06:06,30.75,2,small,sicilian,large,five_cheese,NA,NA,NA,NA,NA,NA
2015-000826,14-Jan-15,18:06:14,56.75,3,large,ckn_pesto,large,ital_supr,large,pepperoni,NA,NA,NA,NA
2015-000827,14-Jan-15,18:09:48,37.25,2,medium,ckn_alfredo,large,napolitana,NA,NA,NA,NA,NA,NA
2015-000828,14-Jan-15,18:23:55,41.5,2,large,peppr_salami,large,ckn_pesto,NA,NA,NA,NA,NA,NA
2015-000829,14-Jan-15,18:27:42,57.5,4,small,spinach_supr,small,spicy_ital,medium,peppr_salami,medium,napolitana,NA,NA
2015-000830,14-Jan-15,18:38:17,42.25,3,medium,pepperoni,medium,hawaiian,medium,ital_supr,NA,NA,NA,NA
2015-000831,14-Jan-15,18:38:20,73.75,4,medium,classic_dlx,medium,ckn_pesto,large,calabrese,large,ckn_pesto,NA,NA
2015-000832,14-Jan-15,18:47:06,16.5,1,large,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000833,14-Jan-15,19:07:45,24,2,small,big_meat,small,napolitana,NA,NA,NA,NA,NA,NA
2015-000834,14-Jan-15,19:25:16,63.25,4,large,ckn_pesto,large,spinach_fet,small,prsc_argla,small,pepperoni,NA,NA
2015-000835,14-Jan-15,19:56:01,66.75,4,small,bbq_ckn,large,bbq_ckn,medium,pepperoni,large,southw_ckn,NA,NA
2015-000836,14-Jan-15,20:08:08,72.45,4,large,five_cheese,small,hawaiian,x-large,the_greek,large,four_cheese,NA,NA
2015-000837,14-Jan-15,20:12:27,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000838,14-Jan-15,20:33:57,49.25,3,medium,ckn_alfredo,medium,veggie_veg,medium,ital_supr,NA,NA,NA,NA
2015-000839,14-Jan-15,20:40:40,40.5,2,large,mexicana,large,mexicana,NA,NA,NA,NA,NA,NA
2015-000840,14-Jan-15,20:46:12,20.75,1,large,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000841,14-Jan-15,20:57:40,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000842,14-Jan-15,21:09:39,41,3,small,spin_pesto,small,spinach_supr,medium,spinach_fet,NA,NA,NA,NA
2015-000843,14-Jan-15,21:32:21,16.5,1,medium,spinach_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000844,14-Jan-15,21:36:58,16,1,medium,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000845,14-Jan-15,21:42:56,76.25,4,large,classic_dlx,large,southw_ckn,medium,ital_supr,large,five_cheese,NA,NA
2015-000846,14-Jan-15,22:16:24,39.25,2,large,cali_ckn,large,five_cheese,NA,NA,NA,NA,NA,NA
2015-000847,15-Jan-15,11:37:03,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000848,15-Jan-15,11:56:46,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000849,15-Jan-15,12:08:30,61.5,4,large,spicy_ital,small,sicilian,medium,classic_dlx,small,spicy_ital,NA,NA
2015-000850,15-Jan-15,12:15:35,55.45,3,large,southw_ckn,medium,thai_ckn,large,four_cheese,NA,NA,NA,NA
2015-000851,15-Jan-15,12:20:22,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000852,15-Jan-15,12:33:51,16.75,1,medium,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000853,15-Jan-15,12:36:39,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000854,15-Jan-15,12:51:19,30.5,2,large,soppressata,small,pepperoni,NA,NA,NA,NA,NA,NA
2015-000855,15-Jan-15,12:56:54,80,5,medium,veggie_veg,medium,spin_pesto,small,southw_ckn,medium,sicilian,large,five_cheese
2015-000856,15-Jan-15,12:59:20,20.75,1,large,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000857,15-Jan-15,13:01:53,12,1,small,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000858,15-Jan-15,13:03:42,49.25,3,large,thai_ckn,medium,veggie_veg,small,peppr_salami,NA,NA,NA,NA
2015-000859,15-Jan-15,13:05:13,65.5,4,small,big_meat,medium,calabrese,large,the_greek,medium,ckn_alfredo,NA,NA
2015-000860,15-Jan-15,13:07:53,28.75,2,medium,spicy_ital,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000861,15-Jan-15,13:08:44,20.75,1,large,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000862,15-Jan-15,13:10:45,16.75,1,medium,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000863,15-Jan-15,13:12:29,16.75,1,medium,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000864,15-Jan-15,14:04:23,152.5,9,large,sicilian,large,spinach_supr,medium,veggie_veg,large,ital_supr,small,big_meat
2015-000865,15-Jan-15,14:10:00,12,1,small,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000866,15-Jan-15,14:18:09,16.5,1,medium,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000867,15-Jan-15,14:19:28,27,2,large,hawaiian,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-000868,15-Jan-15,14:27:25,16.5,1,medium,soppressata,NA,NA,NA,NA,NA,NA,NA,NA
2015-000869,15-Jan-15,14:31:43,37.25,2,medium,spinach_supr,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000870,15-Jan-15,14:38:31,33.25,2,medium,four_cheese,large,five_cheese,NA,NA,NA,NA,NA,NA
2015-000871,15-Jan-15,14:45:22,12.75,1,small,ckn_alfredo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000872,15-Jan-15,14:48:37,16.5,1,medium,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000873,15-Jan-15,15:06:15,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000874,15-Jan-15,15:20:36,31.75,2,large,southw_ckn,small,pep_msh_pep,NA,NA,NA,NA,NA,NA
2015-000875,15-Jan-15,15:23:21,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000876,15-Jan-15,15:27:03,44,3,small,hawaiian,large,spicy_ital,small,southw_ckn,NA,NA,NA,NA
2015-000877,15-Jan-15,15:32:59,17.95,1,large,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000878,15-Jan-15,16:05:58,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000879,15-Jan-15,16:12:57,41.25,3,small,southw_ckn,small,spinach_supr,medium,veggie_veg,NA,NA,NA,NA
2015-000880,15-Jan-15,16:19:26,25,2,large,pepperoni,small,pepperoni,NA,NA,NA,NA,NA,NA
2015-000881,15-Jan-15,16:40:04,29.25,2,small,ital_supr,medium,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000882,15-Jan-15,16:44:46,49.25,3,small,spinach_fet,medium,prsc_argla,large,thai_ckn,NA,NA,NA,NA
2015-000883,15-Jan-15,16:56:05,51.75,4,small,prsc_argla,small,hawaiian,medium,cali_ckn,small,classic_dlx,NA,NA
2015-000884,15-Jan-15,16:57:15,10.5,1,small,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000885,15-Jan-15,16:57:55,70.25,4,medium,mexicana,small,sicilian,x-large,the_greek,medium,spicy_ital,NA,NA
2015-000886,15-Jan-15,17:05:35,53.25,3,small,sicilian,large,mediterraneo,large,spicy_ital,NA,NA,NA,NA
2015-000887,15-Jan-15,17:13:58,31.75,2,medium,spicy_ital,large,pepperoni,NA,NA,NA,NA,NA,NA
2015-000888,15-Jan-15,17:14:27,28.75,2,medium,sicilian,small,soppressata,NA,NA,NA,NA,NA,NA
2015-000889,15-Jan-15,17:27:51,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000890,15-Jan-15,17:32:25,14.75,1,medium,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000891,15-Jan-15,17:43:34,20.75,1,large,spin_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000892,15-Jan-15,18:04:29,38.2,2,large,four_cheese,large,mediterraneo,NA,NA,NA,NA,NA,NA
2015-000893,15-Jan-15,18:15:22,17.95,1,large,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000894,15-Jan-15,18:17:26,12,1,small,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000895,15-Jan-15,18:18:11,47,3,large,bbq_ckn,small,pepperoni,large,hawaiian,NA,NA,NA,NA
2015-000896,15-Jan-15,18:27:28,39.25,2,large,five_cheese,large,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000897,15-Jan-15,18:53:07,52.75,3,large,ital_cpcllo,small,mexicana,large,spinach_fet,NA,NA,NA,NA
2015-000898,15-Jan-15,18:56:49,12,1,small,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000899,15-Jan-15,19:06:14,46.25,2,large,spicy_ital,x-large,the_greek,NA,NA,NA,NA,NA,NA
2015-000900,15-Jan-15,19:09:51,25,2,large,pepperoni,small,pepperoni,NA,NA,NA,NA,NA,NA
